Date,Timestamp,Phase,Heart_Rate_bpm,Breathing_Rate_bpm,Body_Temperature_C,Pressure_Index,Movement_Count,Sleep_Duration_hr,Deep_Sleep_pct,REM_Sleep_pct,Light_Sleep_pct,Sleep_Disturbances,Sleep_Quality_Score
2026-07-27,2026-07-28 02:30:00,After,60.1,13.3,36.3,45.7,0,7.64,19.1,16.7,64.2,5,57.9
2026-07-27,2026-07-28 02:50:00,After,66.4,15.4,36.58,39.3,2,7.23,24.1,25.6,50.3,2,76.1
2026-07-27,2026-07-28 03:10:00,After,66.4,16.0,36.49,42.0,0,7.37,22.4,26.3,51.3,2,67.8
2026-07-27,2026-07-28 03:30:00,After,70.7,11.8,36.38,46.5,2,7.44,19.7,22.0,58.3,5,68.6
2026-07-27,2026-07-28 03:50:00,After,64.3,15.1,36.25,36.3,1,5.72,23.9,29.2,46.9,3,55.2
2026-07-27,2026-07-28 04:10:00,After,60.8,13.6,36.25,51.7,1,7.36,27.3,28.7,43.9,7,61.0
2026-07-27,2026-07-28 04:30:00,After,72.9,13.8,36.35,46.9,1,6.41,21.2,26.9,52.0,3,69.5
2026-07-27,2026-07-28 04:50:00,After,64.7,16.1,36.09,49.3,2,6.88,21.3,27.0,51.8,2,58.3
2026-07-27,2026-07-28 05:10:00,After,62.3,14.5,36.47,49.2,1,6.55,20.2,21.4,58.4,6,73.5
2026-07-27,2026-07-28 05:30:00,After,65.4,15.0,36.57,46.7,2,7.07,21.0,21.6,57.3,2,76.6
2026-07-27,2026-07-28 05:50:00,After,67.6,16.1,36.19,55.6,2,6.83,20.2,27.6,52.2,3,61.3
2026-07-27,2026-07-28 06:10:00,After,65.1,15.7,36.48,50.2,3,5.88,18.1,20.4,61.5,3,62.4
2026-07-27,2026-07-28 06:30:00,After,61.1,13.7,36.83,54.0,5,6.61,19.7,21.0,59.3,3,70.0
2026-07-28,2026-07-28 22:30:00,After,64.1,17.3,36.68,39.4,3,7.0,19.5,20.9,59.6,2,65.5
2026-07-28,2026-07-28 22:50:00,After,64.0,14.8,36.83,28.2,2,7.04,23.1,20.0,56.8,4,70.8
2026-07-28,2026-07-28 23:10:00,After,57.0,12.9,36.37,43.3,0,7.85,19.2,23.7,57.1,3,73.7
2026-07-28,2026-07-28 23:30:00,After,61.7,14.6,36.49,56.0,4,6.68,29.7,24.0,46.3,2,83.0
2026-07-28,2026-07-28 23:50:00,After,70.3,14.3,36.37,42.4,5,7.32,21.0,24.3,54.7,3,72.7
2026-07-28,2026-07-29 00:10:00,After,61.7,16.3,36.32,37.3,4,7.34,21.3,22.3,56.3,1,76.0
2026-07-28,2026-07-29 00:30:00,After,55.4,16.2,35.8,44.4,1,6.49,28.7,19.7,51.6,4,75.5
2026-07-28,2026-07-29 00:50:00,After,54.8,13.4,36.87,32.2,3,7.15,18.7,22.2,59.1,3,73.5
2026-07-28,2026-07-29 01:10:00,After,64.2,13.2,36.66,45.1,1,6.29,18.8,21.6,59.6,4,62.1
2026-07-28,2026-07-29 01:30:00,After,63.8,14.4,36.31,40.9,4,6.6,22.3,26.5,51.2,4,68.3
2026-07-28,2026-07-29 01:50:00,After,61.7,15.7,36.67,38.4,2,6.64,27.0,22.6,50.4,5,69.7
2026-07-28,2026-07-29 02:10:00,After,66.4,13.6,36.59,28.5,1,6.49,18.9,25.0,56.1,3,69.1
2026-07-28,2026-07-29 02:30:00,After,62.4,15.9,36.5,46.2,4,6.74,13.6,21.0,65.4,2,58.6
2026-07-28,2026-07-29 02:50:00,After,58.9,11.3,36.49,51.4,3,6.21,17.6,20.3,62.1,3,60.4
2026-07-28,2026-07-29 03:10:00,After,64.2,14.0,36.5,54.3,3,6.47,25.1,20.2,54.8,3,70.8
2026-07-28,2026-07-29 03:30:00,After,62.0,15.2,36.57,60.5,1,6.59,24.1,18.1,57.7,3,65.0
2026-07-28,2026-07-29 03:50:00,After,60.4,12.1,36.38,53.8,2,6.99,18.9,24.5,56.5,2,78.5
2026-07-28,2026-07-29 04:10:00,After,56.7,12.8,36.22,45.8,3,7.02,24.8,31.0,44.2,2,68.4
2026-07-28,2026-07-29 04:30:00,After,64.1,13.9,36.82,36.7,5,6.89,26.1,21.7,52.2,4,57.8
2026-07-28,2026-07-29 04:50:00,After,57.3,16.2,36.5,52.3,3,7.61,22.2,25.0,52.8,4,66.0
2026-07-28,2026-07-29 05:10:00,After,66.0,13.8,36.44,62.9,1,7.27,22.1,28.1,49.8,3,88.3
2026-07-28,2026-07-29 05:30:00,After,58.5,14.3,36.31,39.5,2,7.28,16.5,19.8,63.7,3,77.2
2026-07-28,2026-07-29 05:50:00,After,65.2,13.1,36.26,39.4,2,7.11,29.6,19.7,50.7,4,65.8
2026-07-28,2026-07-29 06:10:00,After,61.3,15.7,36.44,46.2,0,6.81,29.7,22.3,48.1,4,69.1
2026-07-28,2026-07-29 06:30:00,After,56.5,11.2,36.36,53.5,3,7.35,27.7,20.1,52.2,3,73.2
2026-07-29,2026-07-29 22:30:00,After,62.4,16.3,36.32,31.9,0,7.32,33.9,24.4,41.7,3,65.4
2026-07-29,2026-07-29 22:50:00,After,56.4,16.1,36.36,67.4,2,7.39,20.2,28.2,51.7,3,72.8
2026-07-29,2026-07-29 23:10:00,After,55.2,14.0,36.71,34.4,2,7.08,24.1,19.6,56.3,2,75.6
2026-07-29,2026-07-29 23:30:00,After,59.5,14.5,36.18,29.2,0,7.33,19.0,26.4,54.6,2,84.3
2026-07-29,2026-07-29 23:50:00,After,65.8,10.0,36.25,52.5,0,6.14,24.2,29.0,46.8,2,85.4
2026-07-29,2026-07-30 00:10:00,After,62.6,16.8,36.58,46.8,3,7.83,23.6,27.4,49.0,3,71.5
2026-07-29,2026-07-30 00:30:00,After,56.6,13.1,36.53,36.3,1,7.65,24.4,23.9,51.7,3,78.6
2026-07-29,2026-07-30 00:50:00,After,62.6,13.7,36.68,42.0,2,6.47,22.2,28.0,49.8,3,67.1
2026-07-29,2026-07-30 01:10:00,After,63.2,14.1,36.45,54.3,4,7.33,21.1,22.0,56.9,4,71.5
2026-07-29,2026-07-30 01:30:00,After,63.9,16.4,37.13,39.3,2,6.9,24.0,26.9,49.1,1,70.1
2026-07-29,2026-07-30 01:50:00,After,64.5,15.5,37.05,52.6,0,6.37,21.6,24.8,53.6,1,70.1
2026-07-29,2026-07-30 02:10:00,After,65.8,15.2,36.21,47.4,3,7.25,17.9,18.2,63.9,4,71.4
2026-07-29,2026-07-30 02:30:00,After,61.4,12.7,36.71,30.4,5,8.19,26.2,20.5,53.3,4,66.1
2026-07-29,2026-07-30 02:50:00,After,58.2,14.2,36.64,51.3,1,7.37,21.8,25.9,52.3,3,74.6
2026-07-29,2026-07-30 03:10:00,After,64.2,14.8,36.01,54.4,3,6.48,30.9,29.4,39.7,1,77.6
2026-07-29,2026-07-30 03:30:00,After,59.4,13.3,36.35,48.0,1,7.15,21.3,17.5,61.2,2,85.4
2026-07-29,2026-07-30 03:50:00,After,61.6,11.5,36.7,35.7,0,7.07,22.7,22.9,54.4,3,66.3
2026-07-29,2026-07-30 04:10:00,After,67.9,13.9,36.17,45.7,3,6.62,15.9,24.4,59.8,2,66.7
2026-07-29,2026-07-30 04:30:00,After,59.1,15.4,36.75,44.2,2,6.42,21.4,18.8,59.8,5,68.6
2026-07-29,2026-07-30 04:50:00,After,65.1,11.9,36.82,49.8,1,6.69,20.4,21.7,57.9,2,76.5
2026-07-29,2026-07-30 05:10:00,After,53.9,16.4,36.75,45.9,2,7.86,17.4,29.0,53.7,4,77.2
2026-07-29,2026-07-30 05:30:00,After,59.6,15.2,36.32,55.4,0,6.56,27.7,20.8,51.5,4,63.4
2026-07-29,2026-07-30 05:50:00,After,67.2,17.0,36.43,24.3,3,6.73,19.8,25.3,54.9,4,74.6
2026-07-29,2026-07-30 06:10:00,After,63.0,15.9,36.74,54.3,2,6.72,20.3,20.0,59.8,1,65.7
2026-07-29,2026-07-30 06:30:00,After,61.9,14.6,36.75,40.0,0,6.88,20.2,26.8,52.9,2,84.4
2026-07-30,2026-07-30 22:30:00,After,67.0,13.6,36.58,48.7,3,7.38,21.2,14.6,64.2,3,68.3
2026-07-30,2026-07-30 22:50:00,After,61.4,14.3,36.11,45.3,0,6.4,19.4,24.6,56.0,3,75.1
2026-07-30,2026-07-30 23:10:00,After,63.6,13.8,37.04,43.2,2,7.52,22.9,26.3,50.8,3,69.4
2026-07-30,2026-07-30 23:30:00,After,68.1,12.1,36.33,52.0,2,7.18,26.3,22.6,51.2,3,72.5
2026-07-30,2026-07-30 23:50:00,After,59.5,10.9,36.61,45.6,1,6.72,21.1,24.7,54.3,5,52.1
2026-07-30,2026-07-31 00:10:00,After,60.6,14.0,36.86,29.3,2,7.38,20.0,26.8,53.2,1,73.6
2026-07-30,2026-07-31 00:30:00,After,61.9,14.5,36.01,56.2,2,7.19,13.2,20.7,66.1,2,78.0
2026-07-30,2026-07-31 00:50:00,After,63.8,14.0,36.5,35.2,2,6.24,25.2,24.6,50.2,2,81.1
2026-07-30,2026-07-31 01:10:00,After,56.8,12.5,36.36,40.8,2,7.66,27.3,26.4,46.3,1,69.6
2026-07-30,2026-07-31 01:30:00,After,67.5,12.6,36.63,38.5,1,7.73,19.3,26.4,54.3,3,76.9
2026-07-30,2026-07-31 01:50:00,After,56.1,11.0,36.44,46.2,1,6.49,24.0,22.6,53.4,4,59.2
2026-07-30,2026-07-31 02:10:00,After,61.8,16.8,36.52,45.1,3,6.85,25.0,20.1,54.9,2,75.0
2026-07-30,2026-07-31 02:30:00,After,65.8,16.0,36.89,43.4,4,7.54,26.5,30.4,43.1,3,66.9
2026-07-30,2026-07-31 02:50:00,After,61.9,14.1,36.54,48.2,3,7.1,22.3,24.7,53.0,2,75.1
2026-07-30,2026-07-31 03:10:00,After,64.9,14.1,36.67,44.6,0,7.07,21.9,25.7,52.4,6,57.6
2026-07-30,2026-07-31 03:30:00,After,62.6,12.5,36.9,38.7,3,7.78,24.3,23.6,52.1,3,85.3
2026-07-30,2026-07-31 03:50:00,After,59.9,14.1,36.39,33.5,0,6.85,23.3,20.4,56.3,4,57.5
2026-07-30,2026-07-31 04:10:00,After,66.4,15.5,36.53,25.1,1,6.9,24.5,22.8,52.7,3,54.0
2026-07-30,2026-07-31 04:30:00,After,65.9,13.3,36.4,34.4,3,6.31,15.9,29.3,54.8,3,69.0
2026-07-30,2026-07-31 04:50:00,After,61.7,11.2,36.79,34.5,3,7.15,23.6,27.0,49.3,2,74.9
2026-07-30,2026-07-31 05:10:00,After,62.2,11.5,36.57,55.3,1,7.62,28.5,17.7,53.8,5,72.9
2026-07-30,2026-07-31 05:30:00,After,68.6,13.7,36.37,33.1,1,7.35,23.8,19.6,56.6,0,80.7
2026-07-30,2026-07-31 05:50:00,After,64.9,12.8,36.2,49.9,0,7.84,24.2,22.1,53.7,4,69.2
2026-07-30,2026-07-31 06:10:00,After,55.6,13.7,36.52,41.5,1,6.77,25.1,26.8,48.1,4,63.1
2026-07-30,2026-07-31 06:30:00,After,59.0,15.0,36.66,47.6,0,6.09,21.8,18.6,59.7,3,67.6
